carat,depth,table,price,cut_b'Good',cut_b'Ideal',cut_b'Premium',cut_b'Very Good',color_b'E',color_b'F',color_b'G',color_b'H',color_b'I',color_b'J',clarity_b'IF',clarity_b'SI1',clarity_b'SI2',clarity_b'VS1',clarity_b'VS2',clarity_b'VVS1',clarity_b'VVS2'
2.07,62.2,54.0,17614.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.08,62.6,59.0,17617.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.2,62.7,58.0,17634.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.05,60.6,60.0,17640.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.39,61.2,60.0,17642.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.51,62.2,57.0,17649.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.06,62.7,58.0,17650.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.02,60.1,60.0,17658.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.52,61.2,57.0,17659.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,61.3,54.0,17662.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.34,61.8,58.0,17663.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.29,62.5,58.0,17666.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.5,58.7,61.0,17667.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.02,63.4,60.0,17672.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.28,61.6,58.0,17673.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.14,60.4,59.0,17673.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,61.6,59.0,17674.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.01,62.7,57.0,17676.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2.32,62.0,57.0,17676.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.71,61.9,61.0,17685.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2.01,62.2,57.0,17688.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.01,62.7,59.0,17688.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,60.2,61.0,17689.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2.52,63.2,58.0,17689.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2.02,62.8,60.0,17692.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.12,60.6,58.0,17694.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,62.0,57.0,17710.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.11,62.2,55.0,17712.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.99,60.5,63.0,17713.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.21,61.1,59.0,17714.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.31,62.5,55.0,17715.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.0,61.8,56.0,17716.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.52,61.0,59.0,17723.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,63.0,55.0,17724.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.65,62.4,55.0,17729.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.12,62.3,57.0,17730.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,64.2,59.0,17740.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.14,58.2,61.0,17742.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.01,61.3,61.0,17746.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.17,60.7,57.0,17747.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.01,59.7,63.0,17751.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.03,62.7,55.0,17752.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2.56,61.4,58.0,17753.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2.01,59.3,61.0,17759.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.01,62.8,59.0,17759.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,62.2,56.0,17760.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,63.3,59.0,17760.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,57.7,61.0,17760.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,63.7,60.0,17760.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,62.3,57.0,17760.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.0,62.6,56.0,17760.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.87,59.7,60.0,17761.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.72,59.4,60.0,17765.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.71,61.4,60.0,17766.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.16,58.5,60.0,17772.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.55,59.7,60.0,17773.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.05,60.4,58.0,17776.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.08,62.6,59.0,17778.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.21,62.9,59.0,17784.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.01,61.3,60.0,17798.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.72,62.1,56.0,17801.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.69,62.7,58.0,17803.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2.03,61.3,59.0,17803.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.01,63.9,60.0,17804.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.09,60.6,59.0,17805.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.17,62.0,56.0,17805.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.05,62.5,57.0,17811.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.11,61.6,59.0,17816.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.16,61.9,57.0,17820.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.63,61.3,55.0,17825.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.02,59.8,58.0,17825.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.01,60.3,58.0,17826.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.36,61.6,57.0,17829.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.0,61.6,59.0,17835.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.1,59.4,60.0,17837.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2.01,62.9,54.0,17838.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.09,61.7,59.0,17840.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.18,61.9,60.0,17841.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.01,62.7,59.0,17849.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,62.2,57.0,17849.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.43,62.3,59.0,17856.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.03,60.8,57.0,17864.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,63.0,64.0,17869.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.11,62.4,61.0,17871.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,62.0,57.0,17871.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.01,62.8,59.0,17877.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.02,61.7,57.0,17882.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.02,61.5,59.0,17887.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1.76,61.1,59.0,17888.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,62.0,57.0,17889.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.32,62.5,54.5,17891.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.16,61.5,58.0,17891.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2.28,62.1,59.0,17892.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.7,62.3,56.0,17892.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.01,61.9,60.0,17892.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.02,59.0,59.0,17893.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.48,63.3,56.0,17893.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.07,62.1,59.0,17893.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.58,62.6,56.0,17894.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.2,61.7,55.0,17895.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.0,64.1,55.0,17898.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.0,64.2,59.0,17902.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.74,61.7,58.0,17904.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.2,58.9,60.0,17905.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.07,59.0,59.0,17909.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.08,62.0,56.0,17916.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.01,67.5,55.0,17917.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.39,59.6,60.0,17920.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2.41,57.7,61.0,17923.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.57,58.9,58.0,17924.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,59.1,61.0,17930.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.29,60.8,55.0,17932.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2.16,58.5,60.0,17934.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.02,62.3,59.0,17936.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.51,63.0,52.0,17936.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,64.3,54.0,646.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,62.0,56.0,646.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.28,60.1,59.0,646.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.28,62.1,56.0,646.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.28,61.1,60.0,646.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.28,61.3,60.0,646.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.28,62.4,55.0,646.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.28,62.0,56.0,646.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.31,62.2,53.0,647.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.34,61.5,55.0,647.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,61.5,55.0,647.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.29,62.9,55.0,647.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.35,61.3,55.0,647.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.35,63.2,57.0,647.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,63.7,56.0,647.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.41,60.8,58.0,647.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,62.0,55.0,647.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.41,62.1,56.0,647.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.41,62.1,58.0,647.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2.02,58.2,60.0,17938.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.54,60.5,56.0,17949.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.04,62.5,61.0,17952.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0,60.0,56.0,17953.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.4,60.6,58.5,17955.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2.39,62.2,55.0,17955.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.05,62.0,56.0,17957.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.03,62.6,59.0,17975.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.01,61.9,57.0,17983.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.08,61.0,55.0,17986.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2.01,61.4,58.0,17987.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.05,58.7,60.0,17988.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.24,60.3,59.0,17989.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.93,58.9,62.0,17995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.54,62.4,60.0,17996.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2.09,62.5,56.0,17999.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.35,62.6,60.0,17999.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.16,62.5,54.2,18001.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.09,61.7,59.0,18002.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.18,61.9,60.0,18003.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.06,62.3,59.0,18005.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2.25,60.4,59.0,18007.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.76,62.8,55.4,18014.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2.05,61.6,56.0,18017.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.01,65.5,59.0,18018.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.51,62.2,58.0,18020.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2.0,63.8,59.0,18023.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.04,58.4,60.0,18026.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.03,60.8,57.0,18026.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.32,62.0,62.0,18026.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.32,61.2,58.0,18026.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.01,58.2,63.0,18027.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,58.7,59.0,18027.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.26,61.6,61.0,18028.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.51,63.6,58.0,18029.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2.16,62.0,56.0,18029.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.11,62.4,61.0,18034.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.25,60.1,60.0,18034.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.25,62.8,59.0,18034.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.51,58.4,62.0,18037.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.01,62.9,59.0,18041.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.02,61.6,56.0,18050.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.28,62.1,59.0,18055.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.7,62.3,56.0,18055.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.58,62.6,56.0,18057.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.2,61.7,55.0,18059.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.21,61.6,57.0,18062.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.0,61.8,57.0,18062.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.04,60.2,58.0,18066.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.19,62.4,61.0,18067.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.29,61.8,59.0,18068.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.0,62.8,62.0,18069.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.11,63.5,55.0,18071.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.01,60.8,61.0,18077.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.01,59.1,57.0,18077.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2.01,61.8,60.0,18077.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.02,61.7,53.0,18077.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.32,62.6,57.0,18080.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.51,62.3,57.0,18090.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.51,60.5,61.0,18102.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.04,60.7,61.0,18104.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.7,61.9,55.0,18107.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.7,58.6,60.0,18107.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2.3,62.6,54.0,18108.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.14,59.1,58.0,18112.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.45,60.4,56.0,18113.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.07,60.9,58.0,18114.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.03,58.8,59.0,18115.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.04,62.5,61.0,18115.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.02,61.0,59.0,18117.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.12,60.7,55.0,18118.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.33,60.7,56.0,18119.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.03,62.4,59.0,18120.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2.12,58.3,59.0,18120.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.1,61.0,60.0,18124.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.08,61.8,56.0,18124.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.14,61.5,58.0,18125.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2.04,61.8,60.0,18127.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.08,62.4,60.0,18128.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.78,60.9,56.0,18128.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.21,60.2,60.0,18128.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.08,60.2,60.0,18128.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.03,62.6,59.0,18139.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.23,61.2,58.0,18149.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.01,59.1,58.0,18149.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.05,61.8,60.0,18152.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2.04,61.9,58.0,18153.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,63.1,57.0,18159.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.12,62.6,59.0,18164.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.03,60.9,59.0,18166.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.2,62.0,57.0,18168.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,62.6,57.0,18172.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.01,63.0,56.0,18172.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.7,58.6,62.0,18176.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.76,62.8,55.0,18178.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.63,61.6,57.0,18179.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.52,60.6,60.0,18179.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.05,61.6,56.0,18181.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.01,61.6,55.0,18183.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,62.5,58.0,18186.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2.01,62.8,54.0,18186.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,61.7,60.0,18188.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.55,62.5,55.0,18188.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.3,62.6,56.0,18190.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.07,61.2,58.0,18193.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.05,62.4,57.0,18193.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.2,60.5,55.0,18193.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.07,63.5,53.0,18198.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.01,62.9,59.0,18206.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.02,60.8,62.0,18207.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.73,62.6,55.0,18211.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.09,62.9,57.0,18215.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.04,60.2,58.0,18231.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.09,61.7,58.0,18231.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2.19,62.4,61.0,18232.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.02,59.3,60.0,18236.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.02,58.8,61.0,18236.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.3,61.8,60.0,18239.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3.01,60.2,59.0,18242.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.01,65.8,56.0,18242.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.01,63.9,60.0,18242.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.7,62.8,58.0,18251.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.01,62.2,56.0,18252.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.52,58.5,59.0,18252.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.53,62.1,59.0,18254.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.51,62.3,57.0,18255.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2.03,61.3,59.0,18257.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2.01,61.7,57.0,18259.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.02,61.3,59.0,18274.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.13,62.2,55.0,18275.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.21,61.9,55.0,18276.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.7,61.0,56.0,18279.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.07,60.9,58.0,18279.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.08,58.9,61.0,18281.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.62,61.2,57.0,18281.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.03,62.4,59.0,18286.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.14,61.5,58.0,18291.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
